horizon_quarter,improvement,variable,pct_dev
39,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.716
40,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.752
41,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.787
42,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.822
43,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.857
44,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.891
45,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.925
46,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.958
47,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.991
48,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.023
49,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.055
50,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.086
51,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.117
52,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.148
53,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.178
54,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.208
55,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.237
56,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.266
57,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.295
58,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.323
59,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.351
60,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.378
61,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.405
62,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.432
63,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.459
64,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.485
65,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.51
66,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.536
67,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.561
68,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.586
69,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.61
70,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.634
71,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.658
72,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.681
73,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.704
74,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.727
75,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.75
76,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.772
77,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.794
78,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.816
79,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.837
80,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.858
81,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.879
82,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.9
83,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.92
84,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.94
85,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.96
86,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.979
87,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.999
88,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.018
89,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.036
90,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.055
91,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.073
92,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.091
93,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.109
94,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.127
95,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.144
96,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.161
97,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.178
98,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.195
99,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.211
100,Infrastructure efficiency,Output (Y<sup>d</sup><sub>t</sub>),3.227
1,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.655
2,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.358
3,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.317
4,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.269
5,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.224
6,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.182
7,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.143
8,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.109
9,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.079
10,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.052
11,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.028
12,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.008
13,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.009
14,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.023
15,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.034
16,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.043
17,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.049
18,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.053
19,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.054
20,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.053
21,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.05
22,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.045
23,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.038
24,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.03
25,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.019
26,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.007
27,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.007
28,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.022
29,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.039
30,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.057
31,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.076
32,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.097
33,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.119
34,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.142
35,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.166
36,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.191
37,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.217
38,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.244
39,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.272
40,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.301
41,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.331
42,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.361
43,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.392
44,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.424
45,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.456
46,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.489
47,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.523
48,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.557
49,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.591
50,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.626
51,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.662
52,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.698
53,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.734
54,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.771
55,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.808
56,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.845
57,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.883
58,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.921
59,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.959
60,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.997
61,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.035
62,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.074
63,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.113
64,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.152
65,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.191
66,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.23
67,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.27
68,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.309
69,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.348
70,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.388
71,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.427
72,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.467
73,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.506
74,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.546
75,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.585
76,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.625
77,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.664
78,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.704
79,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.743
80,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.782
81,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.821
82,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.86
83,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.899
84,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.938
85,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.976
86,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.015
87,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.053
88,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.092
89,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.13
90,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.168
91,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.205
92,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.243
93,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.28
94,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.318
95,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.355
96,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.391
97,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.428
98,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.464
99,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.501
100,Human-capital efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.537
1,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.103
2,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.105
3,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.146
4,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.172
5,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.182
6,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.181
7,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.169
8,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.151
9,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.126
10,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.097
11,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.066
12,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),-0.031
13,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.005
14,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.042
15,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.079
16,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.118
17,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.156
18,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.195
19,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.233
20,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.271
21,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.309
22,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.346
23,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.383
24,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.419
25,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.455
26,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.491
27,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.526
28,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.56
29,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.594
30,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.627
31,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.66
32,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.693
33,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.724
34,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.756
35,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.787
36,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.817
37,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.847
38,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.877
39,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.906
40,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.934
41,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.962
42,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),0.99
43,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.017
44,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.044
45,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.071
46,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.097
47,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.123
48,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.148
49,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.173
50,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.197
51,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.222
52,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.246
53,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.269
54,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.292
55,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.315
56,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.338
57,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.36
58,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.382
59,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.403
60,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.424
61,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.445
62,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.466
63,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.486
64,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.506
65,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.526
66,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.546
67,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.565
68,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.584
69,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.602
70,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.621
71,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.639
72,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.657
73,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.674
74,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.692
75,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.709
76,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.726
77,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.742
78,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.759
79,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.775
80,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.791
81,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.807
82,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.822
83,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.837
84,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.852
85,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.867
86,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.882
87,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.896
88,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.911
89,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.925
90,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.939
91,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.952
92,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.966
93,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.979
94,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),1.992
95,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.005
96,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.018
97,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.03
98,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.043
99,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.055
100,R&D efficiency,Output (Y<sup>d</sup><sub>t</sub>),2.067
1,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.28
2,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.273
3,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.273
4,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.278
5,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.288
6,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.302
7,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.32
8,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.342
9,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.367
10,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.395
11,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.425
12,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.458
13,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.494
14,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.531
15,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.57
16,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.61
17,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.652
18,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.695
19,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.739
20,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.785
21,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.831
22,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.878
23,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.925
24,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.973
25,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.021
26,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.07
27,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.119
28,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.169
29,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.218
30,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.268
31,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.317
32,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.367
33,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.417
34,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.466
35,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.516
36,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.565
37,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.615
38,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.664
39,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.712
40,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.761
41,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.809
42,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.857
43,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.905
44,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.952
45,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.0
46,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.046
47,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.093
48,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.139
49,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.184
50,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.23
51,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.275
52,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.319
53,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.363
54,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.407
55,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.45
56,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.493
57,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.536
58,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.578
59,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.619
60,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.661
61,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.702
62,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.742
63,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.782
64,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.822
65,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.861
66,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.899
67,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.938
68,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.976
69,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.013
70,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.05
